CNN,STREET,ST_TYPE,ZIP_CODE,DISTRICT,ACCEPTED,JURISDICTI,NHOOD,LAYER,CNNTEXT,STREETNAME,STREETNA_2,ROWACTUALA,NEIGHBORHO,POINT_X,POINT_Y
259000,04TH,ST,94107,6,N,,Financial District South,STREETS,259000,04TH ST,04TH ST fr:HARRISON ST to:PERRY ST,16600,Financial District South,6012793.328,2112257.706
303000,05TH,ST,94107,6,N,,Financial District South,STREETS,303000,05TH ST,05TH ST fr:PERRY ST to:BRYANT ST,15148,Financial District South,6012354.791,2111402.185
10361000,PERRY,ST,94107,6,N,,Financial District South,STREETS,10361000,PERRY ST,PERRY ST fr:04TH ST to:05TH ST,31287,Financial District South,6012540.252,2111865.298
8989000,MERLIN,ST,94107,6,N,,South of Market,STREETS,8989000,MERLIN ST,MERLIN ST fr:HARRISON ST to:END: 1-99 BLOCK,8457,South of Market,6012073.025,2111377.355
6701000,HARRIET,ST,94103,6,N,,South of Market,STREETS,6701000,HARRIET ST,HARRIET ST fr:HARRISON ST to:AHERN WAY,3370,South of Market,6011337.28,2110831.395
339000,06TH,ST,94103,6,N,,Mission Bay,STREETS,339000,06TH ST,06TH ST fr:AHERN WAY to:BRYANT ST,28259,Mission Bay,6011722.197,2110749.779
375000,07TH,ST,94103,6,N,DPW,Mission Bay,STREETS,375000,07TH ST,07TH ST fr:BRYANT ST to:BRANNAN ST,51158,Mission Bay,6011404.675,2109768.924
3461000,BUTTE,PL,94103,6,N,DPW,Mission Bay,STREETS,3461000,BUTTE PL,BUTTE PL fr:BRANNAN ST to:END: 1-99 BLOCK,3652,Mission Bay,6011978.97,2109722.878
3090000,BRANNAN,ST,94103,6,N,,South of Market,STREETS,3090000,BRANNAN ST,BRANNAN ST fr:09TH ST to:DORE ST,17227,South of Market,6010417.427,2108387.547
4665000,DECATUR,ST,94103,6,N,,Mission Bay,STREETS,4665000,DECATUR ST,DECATUR ST fr:BRYANT ST to:END: 1-99 BLOCK,6742,Mission Bay,6010763.838,2109378.437
3294000,BRYANT,ST,94103,6,N,DPW,Mission Bay,STREETS,3294000,BRYANT ST,BRYANT ST fr:LANGTON ST to:KATE ST,35930,Mission Bay,6010869.75,2109694.74
415001,08TH,ST,94103,6,N,DPW,South of Market,STREETS,415001,08TH ST,08TH ST fr:I-80 W OFF RAMP to:I-80 W OFF RAMP,22075,South of Market,6010211.372,2109706.585
415002,08TH,ST,94103,6,N,DPW,South of Market,STREETS,415002,08TH ST,08TH ST fr:I-80 W OFF RAMP to:BRYANT ST,26447,South of Market,6010418.136,2109490.401
374002,07TH,ST,94103,6,N,,Mission Bay,STREETS,374002,07TH ST,07TH ST fr:I-80 E OFF RAMP to:BRYANT ST,3588,Mission Bay,6011166.112,2110018.378
374000,07TH,ST,94103,6,N,,Mission Bay,STREETS,374000,07TH ST,07TH ST fr:HARRISON ST to:I-80 E OFF RAMP,3266,Mission Bay,6010868.819,2110329.244
416000,08TH,ST,94103,6,N,,Mission Bay,STREETS,416000,08TH ST,08TH ST fr:BRYANT ST to:BRANNAN ST,20759,Mission Bay,6010750.234,2109143.171
3089000,BRANNAN,ST,94103,6,N,,South of Market,STREETS,3089000,BRANNAN ST,BRANNAN ST fr:08TH ST to:09TH ST,35320,South of Market,6010736.25,2108692.49
8101000,LANGTON,ST,94103,6,N,,Mission Bay,Paper_fwys,8101000,LANGTON ST,LANGTON ST fr:HARRISON ST to:END: 200-299 BLOCK,1512,Mission Bay,6010771.921,2110115.191
4932000,DORE,ST,94103,6,N,,South of Market,STREETS,4932000,DORE ST,DORE ST fr:BRYANT ST to:BRANNAN ST,1674,South of Market,6010112.108,2108534.074
3940000,CHESLEY,ST,94103,6,N,,South of Market,Paper_fwys,3940000,CHESLEY ST,CHESLEY ST fr:HOMER ST to:BOYD ST,319,South of Market,6010544.723,2110014.268
3301000,BRYANT,ST,94103,6,N,DPW,South of Market,STREETS,3301000,BRYANT ST,BRYANT ST fr:10TH ST to:DIVISION ST,37837,South of Market,6009539.657,2108428.008
10064000,OWENS,ST,94107,6,N,DPW,Mission Bay,STREETS,10064000,OWENS ST,OWENS ST fr:16TH ST to:06TH ST,23703,Mission Bay,6014212.223,2107593.011
2956001,BERRY,ST,94107,6,N,DPW,Mission Bay,STREETS,2956001,BERRY ST,BERRY ST fr:06TH ST to:END: WEST,53471,Mission Bay,6012896.773,2108955.233
270002,04TH,ST,94107,6,N,DPW,Mission Bay,STREETS,270002,04TH ST,04TH ST fr:BERRY ST to:CHANNEL ST,31816,Mission Bay,6014632.578,2110337.508
2955000,BERRY,ST,94107,6,N,DPW,Mission Bay,STREETS,2955000,BERRY ST,BERRY ST fr:05TH ST to:06TH ST,44544,Mission Bay,6013506.83,2109538.789
7835000,KING,ST,94107,6,N,,Mission Bay,PAPER,7835000,KING ST,KING ST fr:05TH ST to:06TH ST,23950,Mission Bay,6013387.028,2109832.516
344000,06TH,ST,94107,6,N,,Mission Bay,PAPER,344000,06TH ST,06TH ST fr:KING ST to:BERRY ST,24391,Mission Bay,6013067.975,2109339.851
269000,04TH,ST,94107,6,N,DPW,Mission Bay,STREETS,269000,04TH ST,04TH ST fr:KING ST to:BERRY ST,21049,Mission Bay,6014393.382,2110580.187
310000,05TH,ST,94107,6,N,DPW,Mission Bay,PAPER,310000,05TH ST,05TH ST fr:KING ST to:BERRY ST,21943,Mission Bay,6013737.816,2109954.048
181000,03RD,ST,94107,6,N,DPW,Mission Bay,STREETS,181000,03RD ST,03RD ST fr:KING ST to:BERRY ST,23436,Mission Bay,6015046.265,2111215.011
12664000,TOWNSEND,ST,94107,6,N,DPW,Mission Bay,STREETS,12664000,TOWNSEND ST,TOWNSEND ST fr:05TH ST to:06TH ST,74622,Mission Bay,6013045.185,2110022.136
385000,07TH,ST,94107,10,N,,Potrero Hill,UPROW,385000,07TH ST,07TH ST fr:16TH ST to:PENNSYLVANIA AVE,39776,Potrero Hill,6014096.396,2106950.697
9199000,MISSISSIPPI,ST,94107,10,N,,Potrero Hill,STREETS,9199000,MISSISSIPPI ST,MISSISSIPPI ST fr:16TH ST to:17TH ST,35501,Potrero Hill,6013973.269,2106888.166
384000,07TH,ST,94107,10,N,DPW,Mission Bay,STREETS,384000,07TH ST,07TH ST fr:DAGGETT ST to:16TH ST,25233,Mission Bay,6013820.289,2107239.414
383000,07TH,ST,94107,10,N,DPW,Mission Bay,STREETS,383000,07TH ST,07TH ST fr:HUBBELL ST to:DAGGETT ST,27947,Mission Bay,6013594.849,2107477.173
4574000,DAGGETT,ST,94107,10,N,DPW,Mission Bay,STREETS,4574000,DAGGETT ST,DAGGETT ST fr:16TH ST to:07TH ST,56738,Mission Bay,6013564.177,2107213.777
381000,07TH,ST,94107,10,N,DPW,Mission Bay,STREETS,381000,07TH ST,07TH ST fr:HOOPER ST to:IRWIN ST,25575,Mission Bay,6013152.952,2107939.263
10992000,RHODE ISLAND,ST,94103,10,N,DPW,Mission Bay,STREETS,10992000,RHODE ISLAND ST,RHODE ISLAND ST fr:DIVISION ST to:ALAMEDA ST,32616,Mission Bay,6011659.27,2108151.2
7837000,KING,ST,94107,10,N,DPW,Mission Bay,STREETS,7837000,KING ST,KING ST fr:07TH ST to:DIVISION ST,45665,Mission Bay,6012066.893,2108603.024
418000,08TH,ST,94103,10,N,DPW,Mission Bay,STREETS,418000,08TH ST,08TH ST fr:TOWNSEND ST to:DIVISION ST,11055,Mission Bay,6011469.302,2108403.426
3891000,CHANNEL,ST,94107,10,N,DPW,Mission Bay,STREETS,3891000,CHANNEL ST,CHANNEL ST fr:CAROLINA ST to:07TH ST,28315,Mission Bay,6012544.47,2108063.547
382000,07TH,ST,94107,10,N,DPW,Mission Bay,STREETS,382000,07TH ST,07TH ST fr:IRWIN ST to:HUBBELL ST,25988,Mission Bay,6013368.933,2107713.412
3707000,CAROLINA,ST,94107,10,N,DPW,Potrero Hill,STREETS,3707000,CAROLINA ST,CAROLINA ST fr:16TH ST to:17TH ST,37245,Potrero Hill,6012293.176,2106792.832
13208000,VERMONT,ST,94103,10,N,DPW,Mission Bay,STREETS,13208000,VERMONT ST,VERMONT ST fr:DIVISION ST to:ALAMEDA ST,32997,Mission Bay,6011094.86,2108120.533
13209000,VERMONT,ST,94103,10,N,DPW,Mission Bay,STREETS,13209000,VERMONT ST,VERMONT ST fr:ALAMEDA ST to:15TH ST,36767,Mission Bay,6011120.433,2107672.546
3705000,CAROLINA,ST,94103,10,N,DPW,Mission Bay,STREETS,3705000,CAROLINA ST,CAROLINA ST fr:CHANNEL ST to:15TH ST,26216,Mission Bay,6012246.084,2107659.43
772000,17TH,ST,94107,10,N,DPW,Potrero Hill,STREETS,772000,17TH ST,17TH ST fr:PENNSYLVANIA AVE to:MISSISSIPPI ST,18756,Potrero Hill,6014128.031,2106658.444
13210000,VERMONT,ST,94103,10,N,DPW,Mission Bay,STREETS,13210000,VERMONT ST,VERMONT ST fr:15TH ST to:16TH ST,37502,Mission Bay,6011147.207,2107203.533
13211000,VERMONT,ST,94103,10,N,DPW,Potrero Hill,STREETS,13211000,VERMONT ST,VERMONT ST fr:16TH ST to:17TH ST,37353,Potrero Hill,6011174.191,2106730.82
12902000,UNNAMED 018,,94121,1,N,DPW,Outer Richmond,STREETS,12902000,UNNAMED 018,UNNAMED 018  fr:36TH AVE to:38TH AVE,12384,Outer Richmond,5984379.302,2113000.563
12895000,UNNAMED 010,,94121,1,N,DPW,Outer Richmond,STREETS,12895000,UNNAMED 010,UNNAMED 010  fr:37TH AVE to:38TH AVE,3825,Outer Richmond,5984235.526,2112693.183
12894000,UNNAMED 010,,94121,1,N,DPW,Outer Richmond,STREETS,12894000,UNNAMED 010,UNNAMED 010  fr:36TH AVE to:37TH AVE,4714,Outer Richmond,5984544.952,2112684.579
10452000,PINAR,LN,94115,2,N,,Anza Vista,Streets_Pedestri,10452000,PINAR LN,PINAR LN fr:EDDY ST to:BAKER ST,1919,Anza Vista,6000629.607,2112358.481
11977000,SONORA,LN,94115,2,N,,Anza Vista,Streets_Pedestri,11977000,SONORA LN,SONORA LN fr:TERRA VISTA AVE to:LYON ST,3673,Anza Vista,5999986.382,2112908.087
7454000,JEAN,WAY,94118,1,N,,Lone Mountain,Streets_Pedestri,7454000,JEAN WAY,JEAN WAY fr:ANZA ST to:EWING TER,1021,Lone Mountain,5998397.298,2112564.058
2530000,ATALAYA,TER,94117,1,N,DPW,Lone Mountain,STREETS,2530000,ATALAYA TER,ATALAYA TER fr:START: 1-99 BLOCK to:FULTON ST,10487,Lone Mountain,5998839.239,2110900.384
5880000,UNITED NATIONS,PLZ,94102,6,N,,Van Ness - Civic Center,Streets_Pedestri,5880000,UNITED NATIONS PLZ,UNITED NATIONS PLZ fr:LEAVENWORTH ST to:HYDE ST,76732,Van Ness - Civic Center,6008465.891,2112095.67
6811000,HAYES,ST,94102,6,N,DPW,Van Ness - Civic Center,STREETS,6811000,HAYES ST,HAYES ST fr:MARKET ST to:LARKIN ST,7497,Van Ness - Civic Center,6007901.478,2111327.029
8119000,LARKIN,ST,94102,6,N,DPW,Van Ness - Civic Center,STREETS,8119000,LARKIN ST,LARKIN ST fr:MARKET ST to:HAYES ST,12183,Van Ness - Civic Center,6007859.666,2111277.038
8237000,LEAVENWORTH,ST,94102,6,N,,Van Ness - Civic Center,Streets_Pedestri,8237000,LEAVENWORTH ST,LEAVENWORTH ST fr:UNITED NATION PLZ to:MCALLISTER ST,23535,Van Ness - Civic Center,6008679.697,2112298.584
3106000,BREEN,PL,94102,6,N,DPW,Downtown - Tenderloin,STREETS,3106000,BREEN PL,BREEN PL fr:MCALLISTER ST to:END: 1-99 BLOCK,3031,Downtown - Tenderloin,6007930.241,2112456.138
4576000,DALE,PL,94102,6,N,DPW,Downtown - Tenderloin,STREETS,4576000,DALE PL,DALE PL fr:START: 1-99 BLOCK to:GOLDEN GATE AVE,2972,Downtown - Tenderloin,6008383.245,2112692.645
13146201,VAN NESS,AVE,94102,6,N,DPW,Van Ness - Civic Center,STREETS,13146201,VAN NESS AVE,VAN NESS AVE fr:GROVE ST to:MCALLISTER ST,53613,Van Ness - Civic Center,6006820.516,2111866.913
13143201,VAN NESS,AVE,94102,6,N,DPW,Van Ness - Civic Center,STREETS,13143201,VAN NESS AVE,VAN NESS AVE fr:MARKET ST to:FELL ST,37281,Van Ness - Civic Center,6006991.871,2110623.51
13145202,VAN NESS,AVE,94102,6,N,DPW,Van Ness - Civic Center,STREETS,13145202,VAN NESS AVE,VAN NESS AVE fr:LECH WALESA ST to:GROVE ST,15862,Van Ness - Civic Center,6006875.926,2111445.394
13144201,VAN NESS,AVE,94102,6,N,DPW,Van Ness - Civic Center,STREETS,13144201,VAN NESS AVE,VAN NESS AVE fr:FELL ST to:HAYES ST,29732,Van Ness - Civic Center,6006936.122,2111016.471
2961000,BERWICK,PL,94103,6,N,DPW,South of Market,STREETS,2961000,BERWICK PL,BERWICK PL fr:START: 1-39 BLOCK to:HERON ST,1771,South of Market,6010130.527,2110234.696
4666000,DECKER,ALY,94103,6,N,DPW,South of Market,STREETS,4666000,DECKER ALY,DECKER ALY fr:START: 1-99 BLOCK to:LANGTON ST,903,South of Market,6010213.706,2110629.612
7088000,HULBERT,ALY,94107,6,N,,Financial District South,STREETS,7088000,HULBERT ALY,HULBERT ALY fr:START: 1-99 BLOCK to:CLARA ST,1153,Financial District South,6012033.666,2111922.544
8887000,MCALLISTER,ST,94102,6,N,DPW,Downtown - Tenderloin,STREETS,8887000,MCALLISTER ST,MCALLISTER ST fr:MARKET ST to:JONES ST,6749,Downtown - Tenderloin,6009181.826,2112542.308
9958000,OPAL,PL,94102,6,N,DPW,Downtown - Tenderloin,STREETS,9958000,OPAL PL,OPAL PL fr:TAYLOR ST to:END: 1-99 BLOCK,1234,Downtown - Tenderloin,6009591.418,2113177.164
5184000,ELLIS,ST,94115,5,N,DPW,Western Addition,STREETS,5184000,ELLIS ST,ELLIS ST fr:START: 1350-1441 BLOCK to:HOLLIS ST,4389,Western Addition,6003970.55,2113206.997
13147101,VAN NESS,AVE,94102,6,N,DPW,Van Ness - Civic Center,STREETS,13147101,VAN NESS AVE,VAN NESS AVE fr:MCALLISTER ST to:GOLDEN GATE AVE,30154,Van Ness - Civic Center,6006705.477,2112370.696
12724000,TURK,ST,94102,6,N,,Van Ness - Civic Center,STREETS,12724000,TURK ST,TURK ST fr:VAN NESS AVE to:FRANKLIN ST,33025,Van Ness - Civic Center,6006413.133,2112853.812
10957000,REDWOOD,ST,94102,6,N,,Van Ness - Civic Center,STREETS,10957000,REDWOOD ST,REDWOOD ST fr:FRANKLIN ST to:END: 350-399 BLOCK,6016,Van Ness - Civic Center,6006163.626,2112298.545
6266000,GOLDEN GATE,AVE,94102,6,N,,Van Ness - Civic Center,STREETS,6266000,GOLDEN GATE AVE,GOLDEN GATE AVE fr:VAN NESS AVE to:FRANKLIN ST,33148,Van Ness - Civic Center,6006463.761,2112513.944
5204000,ELM,ST,94102,6,N,,Van Ness - Civic Center,STREETS,5204000,ELM ST,ELM ST fr:FRANKLIN ST to:GOUGH ST,12317,Van Ness - Civic Center,6005962.113,2112617.517
8896000,MCALLISTER,ST,94102,6,N,,Van Ness - Civic Center,STREETS,8896000,MCALLISTER ST,MCALLISTER ST fr:FRANKLIN ST to:GOUGH ST,24506,Van Ness - Civic Center,6006035.295,2112106.066
7919000,LA PLAYA,ST,94121,1,N,,Outer Richmond,UPROW,7919000,LA PLAYA ST,LA PLAYA ST fr:BALBOA ST to:END: 200-299 BLOCK,29453,Outer Richmond,5980729.3,2111152.874
2063000,48TH,AVE,94121,1,N,,Outer Richmond,PAPER,2063000,48TH AVE,48TH AVE fr:SUTRO HEIGHTS AVE to:BALBOA ST,23582,Outer Richmond,5981035.917,2111122.336
6878000,HEMLOCK,ST,94115,5,N,DPW,Lower Pacfic Heights,STREETS,6878000,HEMLOCK ST,HEMLOCK ST fr:LAGUNA ST to:END: 600-699 BLOCK,4297,Lower Pacfic Heights,6004402.255,2114480.532
9888000,OCTAVIA,ST,94109,5,N,DPW,Lower Pacfic Heights,PRIVATE,9888000,OCTAVIA ST,OCTAVIA ST fr:START: 1550-1599 BLOCK to:SUTTER ST,8835,Lower Pacfic Heights,6004962.796,2114617.628
5242000,ERKSON,CT,94115,5,N,DPW,Lower Pacfic Heights,STREETS,5242000,ERKSON CT,ERKSON CT fr:POST ST to:END: 1-99 BLOCK,3927,Lower Pacfic Heights,6001017.925,2113937.248
8545000,LUPINE,AVE,94118,2,N,DPW,Jordan Park - Laurel Heights,STREETS,8545000,LUPINE AVE,LUPINE AVE fr:WOOD ST to:END: 80-99 BLOCK,5289,Jordan Park - Laurel Height,5998774.115,2113750.598
4788000,DICHA,ALY,94118,2,N,DPW,Jordan Park - Laurel Heights,STREETS,4788000,DICHA ALY,DICHA ALY fr:LUPINE AVE to:WOOD ST,1665,Jordan Park - Laurel Height,5998320.497,2113760.194
8426000,LOCUST,ST,94118,2,N,,Jordan Park - Laurel Heights,PAPER,8426000,LOCUST ST,LOCUST ST fr:CALIFORNIA ST to:LOCUST ST,1530,Jordan Park - Laurel Height,5997695.769,2114692.647
8427000,LOCUST,ST,94118,2,N,DPW,Jordan Park - Laurel Heights,STREETS,8427000,LOCUST ST,LOCUST ST fr:LOCUST ST to:END: 551-599 BLOCK,896,Jordan Park - Laurel Height,5997714.139,2114573.012
4261000,COLIN,PL,94102,6,N,DPW,Downtown - Tenderloin,STREETS,4261000,COLIN PL,COLIN PL fr:START: 1-99 BLOCK to:JONES ST,2177,Downtown - Tenderloin,6008875.784,2114826.174
461000,10TH,AVE,94118,2,N,DPW,Lake,STREETS,461000,10TH AVE,10TH AVE fr:START: 1-99 BLOCK to:LAKE ST,7765,Lake,5992718.732,2114878.786
9960000,OPHIR,ALY,94109,3,N,DPW,Downtown - Tenderloin,STREETS,9960000,OPHIR ALY,OPHIR ALY fr:POST ST to:COSMO PL,1772,Downtown - Tenderloin,6008970.64,2114998.484
6933000,HOBART,ALY,94102,3,N,DPW,Downtown - Tenderloin,STREETS,6933000,HOBART ALY,HOBART ALY fr:START: 1-99 BLOCK to:TAYLOR ST,1260,Downtown - Tenderloin,6009311.172,2115216.67
150000,03RD,AVE,94118,2,N,DPW,Lake,STREETS,150000,03RD AVE,03RD AVE fr:START: 1-99 BLOCK to:LAKE ST,10844,Lake,5994888.446,2114976.446
1289000,24TH,AVE,94121,2,N,,Lake,PAPER,1289000,24TH AVE,24TH AVE fr:START: 100-137 BLOCK to:WEST CLAY ST,7785,Lake,5988337.449,2115157.193
2554000,EASEMENT,,94121,2,N,DPW,Sea Cliff,STREETS,2554000,EASEMENT,EASEMENT  fr:26TH AVE to:27TH AVE,8198,Sea Cliff,5987496.066,2115573.444
9605000,NOB HILL,PL,94108,3,N,DPW,Downtown - Tenderloin,STREETS,9605000,NOB HILL PL,NOB HILL PL fr:MASON ST to:END: 1-99 BLOCK,2302,Downtown - Tenderloin,6009513.486,2116303.51
9441000,MULFORD,ALY,94108,3,N,,Downtown - Tenderloin,UPROW,9441000,MULFORD ALY,MULFORD ALY fr:START: 1-99 BLOCK to:TAYLOR ST,1559,Downtown - Tenderloin,6009225.87,2115817.173
7021000,HOOKER,ALY,94108,3,N,DPW,Downtown - Tenderloin,STREETS,7021000,HOOKER ALY,HOOKER ALY fr:START: 1-99 BLOCK to:MASON ST,2845,Downtown - Tenderloin,6009722.264,2115906.812
5461000,FELLA,PL,94108,3,N,DPW,Downtown - Tenderloin,STREETS,5461000,FELLA PL,FELLA PL fr:POWELL ST to:END: 1-99 BLOCK,2306,Downtown - Tenderloin,6010188.271,2116051.943
12653000,TOUCHARD,ST,94109,3,N,DPW,Downtown - Tenderloin,PRIVATE,12653000,TOUCHARD ST,TOUCHARD ST fr:PINE ST to:END: 1-99 BLOCK,1652,Downtown - Tenderloin,6008436.64,2115850.328
12160001,STEUART,ST,94105,6,N,DPW,South Beach,STREETS,12160001,STEUART ST,STEUART ST fr:HOWARD ST to:END: 200-249 BLOCK,15341,South Beach,6015168.35,2116302.634
12550102,THE EMBARCADERO,,94105,6,N,DPW,South Beach,STREETS,12550102,THE EMBARCADERO,THE EMBARCADERO  fr:HARRISON ST to:FOLSOM ST,35603,South Beach,6015751.096,2115673.389
12551102,THE EMBARCADERO,,94105,6,N,DPW,South Beach,STREETS,12551102,THE EMBARCADERO,THE EMBARCADERO  fr:FOLSOM ST to:HOWARD ST,16792,South Beach,6015328.352,2116185.746
12551202,THE EMBARCADERO,,94105,6,N,DPW,South Beach,STREETS,12551202,THE EMBARCADERO,THE EMBARCADERO  fr:FOLSOM ST to:HOWARD ST,26079,South Beach,6015452.539,2116243.061
12550202,THE EMBARCADERO,,94105,6,N,DPW,South Beach,STREETS,12550202,THE EMBARCADERO,THE EMBARCADERO  fr:HARRISON ST to:FOLSOM ST,5349,South Beach,6015814.006,2115730.412
12157000,STERLING,ST,94107,6,N,,South Beach,STREETS,12157000,STERLING ST,STERLING ST fr:BRYANT ST to:I-80 E ON RAMP,13025,South Beach,6014606.633,2113447.898
140000,02ND,ST,94107,6,N,,Financial District South,STREETS,140000,02ND ST,02ND ST fr:HARRISON ST to:STILLMAN ST,14182,Financial District South,6014173.689,2113442.524
6713000,HARRISON,ST,94107,6,N,,Financial District South,STREETS,6713000,HARRISON ST,HARRISON ST fr:I-80 E ON RAMP to:02ND ST,11858,Financial District South,6014187.156,2113741.948
6551000,GROTE,PL,94105,6,N,DPW,Financial District South,STREETS,6551000,GROTE PL,GROTE PL fr:FOLSOM ST to:END: 1-99 BLOCK,3320,Financial District South,6014494.075,2114726.432
13791000,ZENO,PL,94105,6,N,,Financial District South,PAPER,13791000,ZENO PL,ZENO PL fr:FOLSOM ST to:END: 1-99 BLOCK,4013,Financial District South,6014679.588,2114919.452
2865000,BEALE,ST,94105,6,N,DPW,Financial District South,STREETS,2865000,BEALE ST,BEALE ST fr:HOWARD ST to:FOLSOM ST,51852,Financial District South,6014547.476,2115401.323
8629000,MAIN,ST,94105,6,N,DPW,South Beach,STREETS,8629000,MAIN ST,MAIN ST fr:HOWARD ST to:FOLSOM ST,48393,South Beach,6014802.83,2115645.458
12046000,SPEAR,ST,94105,6,N,DPW,South Beach,STREETS,12046000,SPEAR ST,SPEAR ST fr:HOWARD ST to:FOLSOM ST,51043,South Beach,6015063.742,2115894.907
7027000,HOWARD,ST,94105,6,N,,South Beach,STREETS,7027000,HOWARD ST,HOWARD ST fr:THE EMBARCADERO to:STEUART ST,10208,South Beach,6015183.878,2116449.877
7030000,HOWARD,ST,94105,6,N,DPW,Financial District South,STREETS,7030000,HOWARD ST,HOWARD ST fr:MAIN ST to:BEALE ST,26539,Financial District South,6014455.603,2115753.905
3277000,BRYANT,ST,94107,6,N,,South Beach,STREETS,3277000,BRYANT ST,BRYANT ST fr:BEALE ST to:RINCON ST,53111,South Beach,6015259.072,2113912.639
114000,01ST,ST,94105,6,N,,Financial District South,STREETS,114000,01ST ST,01ST ST fr:HARRISON ST to:END: 400-450 BLOCK,23428,Financial District South,6014784.514,2114116.436
11031000,RINCON,ST,94107,6,N,,South Beach,STREETS,11031000,RINCON ST,RINCON ST fr:START: 1-99 BLOCK to:BRYANT ST,11417,South Beach,6014820.685,2113625.157
5438000,FEDERAL,ST,94107,6,N,DPW,South Beach,STREETS,5438000,FEDERAL ST,FEDERAL ST fr:02ND ST to:END: 97-51 BLOCK,11269,South Beach,6014735.223,2113086.819
4963000,DOW,PL,94107,6,N,DPW,Financial District South,STREETS,4963000,DOW PL,DOW PL fr:02ND ST to:END: 1-99 BLOCK,6992,Financial District South,6013728.905,2113720.786
174000,03RD,ST,94107,6,N,,Financial District South,STREETS,174000,03RD ST,03RD ST fr:STILLMAN ST to:BRYANT ST,15990,Financial District South,6013735.533,2112587.71
12193000,STILLMAN,ST,94107,6,N,,Financial District South,STREETS,12193000,STILLMAN ST,STILLMAN ST fr:02ND ST to:03RD ST,42935,Financial District South,6013988.157,2112979.978
8634000,MALDEN,ALY,94105,6,N,DPW,Financial District South,STREETS,8634000,MALDEN ALY,MALDEN ALY fr:HOWARD ST to:TEHAMA ST,2265,Financial District South,6013328.12,2114518.533
5055000,ECKER,ST,94105,6,N,,Financial District South,STREETS,5055000,ECKER ST,ECKER ST fr:CLEMENTINA ST to:END: 100-150 BLOCK,950,Financial District South,6013835.944,2114645.716
8111000,LANSING,ST,94105,6,N,,Financial District South,Paper_fwys,8111000,LANSING ST,LANSING ST fr:GUY PL to:ESSEX ST,612,Financial District South,6014234.698,2114074.811
110000,01ST,ST,94105,6,N,,Financial District South,STREETS,110000,01ST ST,01ST ST fr:CLEMENTINA ST to:FOLSOM ST,2118,Financial District South,6014174.52,2114753.853
5056000,ECKER,ST,94105,6,N,DPW,Financial District South,STREETS,5056000,ECKER ST,ECKER ST fr:CLEMENTINA ST to:FOLSOM ST,2160,Financial District South,6013943.184,2114533.111
10041000,OSCAR,ALY,94105,6,N,,Financial District South,Paper_fwys,10041000,OSCAR ALY,OSCAR ALY fr:START: 1-99 BLOCK to:CLEMENTINA ST,950,Financial District South,6013644.102,2114462.9
5659000,FOLSOM,ST,94105,6,N,,Financial District South,STREETS,5659000,FOLSOM ST,FOLSOM ST fr:ESSEX ST to:02ND ST,25977,Financial District South,6013749.736,2114198.907
4194000,CLEMENTINA,ST,94105,6,N,,Financial District South,STREETS,4194000,CLEMENTINA ST,CLEMENTINA ST fr:01ST ST to:ECKER ST,8311,Financial District South,6013984.351,2114721.526
5863000,FREMONT,ST,94105,6,N,,Financial District South,STREETS,5863000,FREMONT ST,FREMONT ST fr:HOWARD ST to:I-80 W OFF RAMP,25517,Financial District South,6014186.923,2115262.419
5863001,FREMONT,ST,94105,6,N,,Financial District South,STREETS,5863001,FREMONT ST,FREMONT ST fr:I-80 W OFF RAMP to:FOLSOM ST,3279,Financial District South,6014406.808,2115032.458
7830000,KIMBALL,PL,94109,3,N,DPW,Nob Hill,STREETS,7830000,KIMBALL PL,KIMBALL PL fr:SACRAMENTO ST to:END: 100-199 BLOCK,4134,Nob Hill,6007974.755,2116628.406
12696000,TROY,ALY,94109,3,N,DPW,Nob Hill,STREETS,12696000,TROY ALY,TROY ALY fr:HYDE ST to:END: 1-99 BLOCK,5409,Nob Hill,6007435.271,2116625.841
7829000,KIMBALL,PL,94109,3,N,DPW,Nob Hill,STREETS,7829000,KIMBALL PL,KIMBALL PL fr:START: 1-99 BLOCK to:SACRAMENTO ST,4156,Nob Hill,6007995.126,2116467.181
6869000,HELEN,ST,94109,3,N,DPW,Downtown - Tenderloin,STREETS,6869000,HELEN ST,HELEN ST fr:START: 1-99 BLOCK to:CALIFORNIA ST,3148,Downtown - Tenderloin,6008044.056,2116118.556
12981000,UNNAMED 111,,94115,2,N,,Pacific Heights,Streets_Pedestri,12981000,UNNAMED 111,UNNAMED 111  fr:START: 0-0 BLOCK to:CLAY ST,444,Pacific Heights,6002933.26,2116102.775
12980000,UNNAMED 110,,94115,2,N,,Pacific Heights,Streets_Pedestri,12980000,UNNAMED 110,UNNAMED 110  fr:SACRAMENTO ST to:END: 0-0 BLOCK,367,Pacific Heights,6002960.406,2115907.055
12552201,THE EMBARCADERO,,94105,6,N,,South Beach,STREETS,12552201,THE EMBARCADERO,THE EMBARCADERO  fr:HOWARD ST to:MISSION ST,48009,South Beach,6015101.763,2116794.501
12552101,THE EMBARCADERO,,94105,6,N,,South Beach,STREETS,12552101,THE EMBARCADERO,THE EMBARCADERO  fr:HOWARD ST to:MISSION ST,60123,South Beach,6015045.928,2116757.823
2864000,BEALE,ST,94105,6,N,DPW,Financial District South,STREETS,2864000,BEALE ST,BEALE ST fr:MISSION ST to:HOWARD ST,51735,Financial District South,6014110.121,2115859.258
